0.000250,0.106850
0.000750,0.056526
0.001250,0.059594
0.001750,-0.098326
0.002250,-0.141265
0.002750,0.052130
0.003250,0.103166
0.003750,0.111545
0.004250,0.312981
0.004750,0.572867
0.005250,0.745385
0.005750,0.709405
0.006250,0.629513
0.006750,0.657040
0.007250,0.740257
0.007750,0.757674
0.008250,0.811344
0.008750,0.680725
0.009250,0.458537
0.009750,0.428784
0.010250,0.457108
0.010750,0.702823
0.011250,0.870350
0.011750,0.882145
0.012250,0.928648
0.012750,0.854426
0.013250,0.858243
0.013750,1.065429
0.014250,1.004887
0.014750,1.387919
0.015250,1.540440
0.015750,1.758258
0.016250,1.674854
0.016750,1.813789
0.017250,1.921916
0.017750,1.646115
0.018250,1.581539
0.018750,1.629526
0.019250,1.596964
0.019750,1.700806
0.020250,1.681521
0.020750,1.696089
0.021250,1.759205
0.021750,1.616066
0.022250,1.413575
0.022750,1.461590
0.023250,1.282376
0.023750,1.307041
0.024250,1.196602
0.024750,1.260859
0.025250,1.277288
0.025750,1.238760
0.026250,1.530845
0.026750,1.588192
0.027250,1.538593
0.027750,1.645528
0.028250,1.606297
0.028750,1.589547
0.029250,1.621244
0.029750,1.553058
0.030250,1.588363
0.030750,1.760229
0.031250,1.872198
0.031750,1.815151
0.032250,2.065694
0.032750,2.153411
0.033250,2.186677
0.033750,2.158569
0.034250,2.247496
0.034750,2.146123
0.035250,1.939446
0.035750,1.977186
0.036250,1.936264
0.036750,1.753123
0.037250,2.022450
0.037750,1.876980
0.038250,1.755577
0.038750,1.933533
0.039250,1.849778
0.039750,1.780026
0.040250,1.731776
0.040750,1.874744
0.041250,1.576974
0.041750,1.496097
0.042250,1.408802
0.042750,1.214377
0.043250,1.182862
0.043750,0.854826
0.044250,0.861392
0.044750,0.908230
0.045250,0.926459
0.045750,1.130731
0.046250,0.982983
0.046750,1.122610
0.047250,1.079999
0.047750,1.083504
0.048250,1.361822
0.048750,1.132127
0.049250,1.319739
0.049750,1.082329
0.050250,1.254858
0.050750,1.066446
0.051250,1.167397
0.051750,1.116932
0.052250,0.910581
0.052750,1.343755
0.053250,1.294993
0.053750,1.468293
0.054250,1.119320
0.054750,1.470452
0.055250,1.391230
0.055750,1.763820
0.056250,1.936039
0.056750,1.926748
0.057250,1.732213
0.057750,1.930030
0.058250,1.897239
0.058750,1.794374
0.059250,1.520857
0.059750,1.766545
0.060250,1.442400
0.060750,1.582142
0.061250,1.528197
0.061750,1.276570
0.062250,1.275235
0.062750,1.406077
0.063250,1.296146
0.063750,1.544876
0.064250,1.502346
0.064750,1.688133
0.065250,1.427119
0.065750,0.977262
0.066250,1.310108
0.066750,1.129654
0.067250,0.959707
0.067750,0.976167
0.068250,1.001482
0.068750,0.852702
0.069250,0.712434
0.069750,0.430765
0.070250,0.095057
0.070750,0.558175
0.071250,0.512664
0.071750,0.609589
0.072250,0.332574
0.072750,0.183742
0.073250,0.398204
0.073750,0.888285
0.074250,0.567948
0.074750,0.932867
0.075250,0.843214
0.075750,0.823411
0.076250,0.701477
0.076750,0.481863
0.077250,0.388127
0.077750,0.553372
0.078250,0.615479
0.078750,0.631653
0.079250,0.705834
0.079750,0.420465
0.080250,0.401734
0.080750,0.657920
0.081250,0.693244
0.081750,0.832914
0.082250,0.651863
0.082750,0.691298
0.083250,1.067821
0.083750,1.155576
0.084250,0.923675
0.084750,1.385119
0.085250,1.511771
0.085750,0.908718
0.086250,1.355784
0.086750,1.115208
0.087250,1.223561
0.087750,1.264568
0.088250,1.107161
0.088750,0.955717
0.089250,0.927285
0.089750,1.161813
0.090250,1.205202
0.090750,0.637383
